"","STT","Mã môn","Tên môn","Học phần tiên quyết","TC tiên quyết","Số TC"
"TM","Toán - Tin ứng dụng","AD204","Ẩm thực Việt nam","","","4"
"TM","Toán - Tin ứng dụng","AD204A","Ẩm thực Việt Nam","","","3"
"TM","Toán - Tin ứng dụng","AD206","Ẩm thực Việt Nam","","","3"
"TM","Toán - Tin ứng dụng","AD212","Phương pháp hùng biện và các thủ thuật tranh biện","","36","3"
"TM","Toán - Tin ứng dụng","AD213","Hát – Nhạc","","","3"
"TM","Toán - Tin ứng dụng","AD213A","Hát – Nhạc","","","4"
"TM","Toán - Tin ứng dụng","AD214","Nâng cao chất lượng giọng hát","AD213 (0), AD213A (1)","","3"
"TM","Toán - Tin ứng dụng","AD215","Ứng dụng PowerPoint","IS206 (1), IM201 (0), IM202 (2)","36","3"
"TM","Toán - Tin ứng dụng","AD216","Tâm lý và kỹ năng giao tiếp với người cao tuổi","","50","3"
"TM","Toán - Tin ứng dụng","AD221","Kĩ năng giao lưu văn hóa","","","2"
"TM","Toán - Tin ứng dụng","AD222","Thực hành giao lưu văn hoá","","","3"
"TM","Toán - Tin ứng dụng","AD231","Thể thao","","","3"
"TM","Toán - Tin ứng dụng","AD250","Dinh dưỡng và tiết chế","","","3"
"TM","Toán - Tin ứng dụng","AD312","Bóng đá","","","4"
"TM","Toán - Tin ứng dụng","AD313","Bóng đá nâng cao","AD312 (0)","","4"
"TM","Toán - Tin ứng dụng","AD314","Nhảy hiện đại","","","4"
"TM","Toán - Tin ứng dụng","AD315","Nhảy hiện đại nâng cao","AD314 (0)","","4"
"TM","Toán - Tin ứng dụng","AD414","Toeic","GE305 (0)","","2"
"TM","Toán - Tin ứng dụng","CF201","Lý thuyết thuật toán","MI201 (0)","","3"
"TM","Toán - Tin ứng dụng","CF201A","Lý thuyết thuật toán 1","","","2"
"TM","Toán - Tin ứng dụng","CF201B","Lý thuyết thuật toán 2","","","2"
"TM","Toán - Tin ứng dụng","CF202A","Otomat","","","2"
"TM","Toán - Tin ứng dụng","CF212","Cấu trúc dữ liệu","CS122 (0), CS122A (1), CS122B (2)","","3"
"TM","Toán - Tin ứng dụng","CF212A","Cấu trúc dữ liệu 1","","","2"
"TM","Toán - Tin ứng dụng","CF212B","Cấu trúc dữ liệu 2","","","2"
"TM","Toán - Tin ứng dụng","CF300","Ngôn ngữ toán học","","","3"
"TM","Toán - Tin ứng dụng","CF302","Văn phạm, ngôn ngữ hình thức, otomat và CT dịch","MI201 (0)","","3"
"TM","Toán - Tin ứng dụng","CF302A","Otomat","","","2"
"TM","Toán - Tin ứng dụng","CF302B","Chương trình dịch","","","2"
"TM","Toán - Tin ứng dụng","CF303","Hệ thống TEX","CF302 (0), CF302B (1), CF302A (2)","","2"
"TM","Toán - Tin ứng dụng","CF321","Xử lý tín hiệu số","MI201 (0)","","3"
"TM","Toán - Tin ứng dụng","CF415","Chuyên đề cấu trúc dữ liệu và thuật toán 1","CF201A (1), CF201B (2), CF212 (0), CF212A (3), CF212B (4), MI201 (0)","","4"
"TM","Toán - Tin ứng dụng","CF415A","CĐ cấu trúc dữ liệu và thuật toán 1A","","","3"
"TM","Toán - Tin ứng dụng","CF416","Chuyên đề cấu trúc dữ liệu và thuật toán 2","CF415 (0), CF415A (1)","","3"
"TM","Toán - Tin ứng dụng","CF425","Chuyên đề xử lý tín hiệu ảnh","MI321 (0), MI321A (1), MA340 (0), MA340 (1)","","4"
"TM","Toán - Tin ứng dụng","CF425A","Chuyên đề xử lý ảnh","","","2"
"TM","Toán - Tin ứng dụng","CF426","Chuyên đề xử lý tín hiệu âm thanh","CF425 (0), CF425A (1)","","3"
"TM","Toán - Tin ứng dụng","CG251","Minh họa với Adobe Illustration","PE201 (0)","","2"
"TM","Toán - Tin ứng dụng","CG253","Xử lý ảnh với Adobe Photoshop","PE201 (0)","","3"
"TM","Toán - Tin ứng dụng","CG254","Thiết kế QC và XBTT với Adobe Indesign","PE201 (0)","","2"
"TM","Toán - Tin ứng dụng","CG257","Thiết kế Web với Adobe Dream Weaver","PE201 (0)","","2"
"TM","Toán - Tin ứng dụng","CG275","Thiết kế Web động với Adobe Flash","PE201 (0)","","3"
"TM","Toán - Tin ứng dụng","CG277","Thiết kế Web động và HH với Adobe Flash","PE201 (0)","","5"
"TM","Toán - Tin ứng dụng","CG283","Biên tập và Streaming Video","PE201 (0)","","3"
"TM","Toán - Tin ứng dụng","CG285","Biên tập Audio - Video","PE201 (0)","","4"
"TM","Toán - Tin ứng dụng","CG288","Visual Effects - After Effects","PE201 (0)","","2"
"TM","Toán - Tin ứng dụng","CS100","Tin đại cương","","","2"
"TM","Toán - Tin ứng dụng","CS100A","Nhập môn khoa học máy tính","","","2"
"TM","Toán - Tin ứng dụng","CS101","Công dân số","","","2"
"TM","Toán - Tin ứng dụng","CS110","Kỹ thuật số","MA102 (0), MA101A (1), MA101 (2)","","2"
"TM","Toán - Tin ứng dụng","CS121","Ngôn ngữ lập trình","","","3"
"TM","Toán - Tin ứng dụng","CS121A","Ngôn ngữ lập trình 1A","","","2"
"TM","Toán - Tin ứng dụng","CS122","Lập trình hướng đối tượng","CS121 (0), CS121A (1)","","3"
"TM","Toán - Tin ứng dụng","CS122A","Lập trình hướng đối tượng","","","2"
"TM","Toán - Tin ứng dụng","CS122B","Lập trình hướng đối tượng nâng cao","","","2"
"TM","Toán - Tin ứng dụng","CS212","Kiến trúc máy tính","CS110 (0), CS122 (0), CS122A (1), CS122B (2)","","3"
"TM","Toán - Tin ứng dụng","CS212A","Kiến trúc máy tính 1","","","2"
"TM","Toán - Tin ứng dụng","CS212B","Kiến trúc máy tính 2","CS212A (0)","","2"
"TM","Toán - Tin ứng dụng","CS312","Lập trình hệ thống","CS212 (0), CS212A (1), CS212B (2)","","3"
"TM","Toán - Tin ứng dụng","CS312A","Lập trình hệ thống","CS122 (0)","","2"
"TM","Toán - Tin ứng dụng","CS315","Nguyên lý hệ điều hành","CS212 (0), CS212A (1)","","3"
"TM","Toán - Tin ứng dụng","CS315A","Hệ điều hành Unix","CS121 (0), CS121A (1)","","3"
"TM","Toán - Tin ứng dụng","CS316","Hệ điều hành Unix","CS212 (0), CS212A (1)","","3"
"TM","Toán - Tin ứng dụng","CS320","Học máy","","","3"
"TM","Toán - Tin ứng dụng","CS324","Kỹ thuật lập trình","CS122 (0), CS122A (1), CS122B (2)","","2"
"TM","Toán - Tin ứng dụng","CS325","Lập trình PHP","IS222 (0)","","3"
"TM","Toán - Tin ứng dụng","CS330","Bảo mật thông tin","","","3"
"TM","Toán - Tin ứng dụng","EC101","Kinh tế học đại cương","","","3"
"TM","Toán - Tin ứng dụng","EC102","Nhập môn kinh tế học","","","2"
"TM","Toán - Tin ứng dụng","EC204","Kinh tế vi mô","EC102 (0), EC101 (1)","","3"
"TM","Toán - Tin ứng dụng","EC205","Kinh tế vĩ mô","EC102 (0)","","3"
"TM","Toán - Tin ứng dụng","EC206","Kinh tế học tăng trưởng","","","3"
"TM","Toán - Tin ứng dụng","EC313","Mô hình hóa và ứng dụng","","","3"
"TM","Toán - Tin ứng dụng","EC316","Mô hình hóa phân tích tài chính","","","3"
"TM","Toán - Tin ứng dụng","ET220","Lý thuyết mạch","MA102 (0)","","3"
"TM","Toán - Tin ứng dụng","FN317","Công cụ tài chính phái sinh","","","2"
"TM","Toán - Tin ứng dụng","FN334","Đầu tư chứng khoán","","48","2"
"TM","Toán - Tin ứng dụng","GE100","Tiếng Anh cho người mới bắt đầu","","","2"
"TM","Toán - Tin ứng dụng","GE100A","Tiếng Anh cho người mới bắt đầu","","","0"
"TM","Toán - Tin ứng dụng","GE101","Tiếng Anh sơ cấp 1","","","2"
"TM","Toán - Tin ứng dụng","GE101A","Tiếng Anh sơ cấp 1","GE100A (0), GE100 (1)","","2"
"TM","Toán - Tin ứng dụng","GE102","Tiếng Anh sơ cấp 2","GE101 (0), GE101A (1)","","2"
"TM","Toán - Tin ứng dụng","GE102A","Tiếng Anh sơ cấp 2","GE100 (0), GE101 (0), GE100A (1), GE101 (1)","","2"
"TM","Toán - Tin ứng dụng","GE103","Tiếng Anh sơ cấp 3","GE101 (0), GE102 (0), GE101 (1), GE102A (1), GE101A (2), GE102 (2), GE101A (3), GE102A (3)","","2"
"TM","Toán - Tin ứng dụng","GE201","Tiếng Anh sơ trung cấp 1","GE102 (0), GE103 (0), GE102A (1), GE103 (1), GE101A (2), GE102A (2)","","2"
"TM","Toán - Tin ứng dụng","GE201A","Tiếng Anh sơ trung cấp 1","","","2"
"TM","Toán - Tin ứng dụng","GE202","Tiếng Anh sơ trung cấp 2","GE201 (0), GE201A (1), GE103 (0), GE103 (1), GE102A (2), GE201A (2), GE102A (3), GE201 (3)","","2"
"TM","Toán - Tin ứng dụng","GE202A","Tiếng Anh sơ trung cấp 2","","","2"
"TM","Toán - Tin ứng dụng","GE203","Kỹ năng giao tiếp tiếng Anh 1","GE201 (0), GE202 (0)","","2"
"TM","Toán - Tin ứng dụng","GE203A","Kỹ năng giao tiếp tiếng anh 1","","","2"
"TM","Toán - Tin ứng dụng","GE204","Kỹ năng giao tiếp tiếng Anh 2","GE203 (0), GE202 (0), GE202 (1), PE201 (1)","","2"
"TM","Toán - Tin ứng dụng","GE205","Tiếng Anh sơ trung cấp 3","GE201 (0), GE201 (1), GE202A (1), GE201A (2), GE202 (2), GE201A (3), GE202A (3), GE202 (0)","","2"
"TM","Toán - Tin ứng dụng","GE301","Tiếng Anh trung cấp 1","GE202 (0), GE205 (0), GE202A (1), GE205 (1), GE202A (2), GE201A (2)","","2"
"TM","Toán - Tin ứng dụng","GE303","Tiếng Anh trung cấp 2","GE205 (0), GE301 (0), GE202A (1), GE301 (1), GE203 (2), GE202A (2), GE202A (3), PE303 (3)","","2"
"TM","Toán - Tin ứng dụng","GE305","Tiếng Anh trung cấp 3","GE301 (0), GE303 (0), GE203 (2), GE303 (2), PE303 (3), PE404 (3), GE203 (1), GE204 (1), GE203 (4), PE404 (4)","","2"
"TM","Toán - Tin ứng dụng","GE320A","TOEIC","","","2"
"TM","Toán - Tin ứng dụng","GF101","Tiếng Pháp 1","","","2"
"TM","Toán - Tin ứng dụng","GF102","Tiếng Pháp 2","GF101 (0)","","2"
"TM","Toán - Tin ứng dụng","GF223","Tiếng Pháp 3","GF102 (0)","","2"
"TM","Toán - Tin ứng dụng","GI101","Tiếng Ý 1","","","2"
"TM","Toán - Tin ứng dụng","GI102","Tiếng Ý 2","GI101 (0)","","2"
"TM","Toán - Tin ứng dụng","GJ101","Tiếng Nhật 1","","","2"
"TM","Toán - Tin ứng dụng","GJ102","Tiếng Nhật 2","GJ101 (0)","","2"
"TM","Toán - Tin ứng dụng","GK101","Tiếng Hàn 1","","","2"
"TM","Toán - Tin ứng dụng","GK102","Tiếng Hàn 2","GK101 (0)","","2"
"TM","Toán - Tin ứng dụng","GK505","PP nghiên cứu khoa học","","","3"
"TM","Toán - Tin ứng dụng","GZ101","Tiếng Trung 1","","","2"
"TM","Toán - Tin ứng dụng","GZ102","Tiếng Trung 2","GZ101 (0)","","2"
"TM","Toán - Tin ứng dụng","GZ103","Tiếng Trung 3","GZ102 (0)","","2"
"TM","Toán - Tin ứng dụng","IM001","Kỹ năng CNTT cơ bản","","","0"
"TM","Toán - Tin ứng dụng","IM002","Kỹ năng soạn thảo VB(MS Office)","IM001 (0)","36","3"
"TM","Toán - Tin ứng dụng","IM003","Kỹ năng soạn thảo VB(open Office)","IM001 (0)","36","3"
"TM","Toán - Tin ứng dụng","IM004","Ứng dụng Excel","IM002 (0)","","3"
"TM","Toán - Tin ứng dụng","IM201","Kỹ năng soạn thảo VB (MS office)","IM001 (0)","","3"
"TM","Toán - Tin ứng dụng","IM202","Kỹ năng soạn thảo văn bản (Open Office)","IM001 (0)","","3"
"TM","Toán - Tin ứng dụng","IM203","Ứng dụng Excel","IS206 (0), IM201 (1)","","3"
"TM","Toán - Tin ứng dụng","IM204","Ứng dụng Cal","IM202 (0)","","3"
"TM","Toán - Tin ứng dụng","IS009","Máy tính và Internet","","","1"
"TM","Toán - Tin ứng dụng","IS206","Kĩ năng soạn thảo văn bản","IS009 (0)","72","3"
"TM","Toán - Tin ứng dụng","IS207","Ứng dụng Exel","IS206 (0)","","3"
"TM","Toán - Tin ứng dụng","IS222","Cơ sở dữ liệu","MA102 (0), CS121 (0), MA102 (1), CS121A (1), CS121 (2), MA101 (2), MA101A (3), CS121 (3)","","3"
"TM","Toán - Tin ứng dụng","IS222A","Bài tập lớn về CSDL","","","2"
"TM","Toán - Tin ứng dụng","IS223","Cơ sở dữ liệu và khai phá dữ liệu","","","3"
"TM","Toán - Tin ứng dụng","IS223A","Cơ sở dữ liệu 2","","","2"
"TM","Toán - Tin ứng dụng","IS224A","Cơ sở dữ liệu phân tán","","","2"
"TM","Toán - Tin ứng dụng","IS301","Tin học văn phòng nâng cao","CS100 (0)","100","3"
"TM","Toán - Tin ứng dụng","IS322","Hệ quản trị cơ sở dữ liệu","IS222 (0)","","3"
"TM","Toán - Tin ứng dụng","IS329","Dữ liệu lớn","","","2"
"TM","Toán - Tin ứng dụng","IS332","Phân tích thiết kế hướng đối tượng","IS222 (0), IS223A (1), CS122 (0), CS122A (2), CS122B (3)","","3"
"TM","Toán - Tin ứng dụng","IS430","Công nghệ Blockchain","","","3"
"TM","Toán - Tin ứng dụng","MA100A","Toán 1","","","2"
"TM","Toán - Tin ứng dụng","MA101","Logic, suy luận toán học và kỹ thuật đếm (Tiếng Anh)","GE103 (0), GE102A (1)","","3"
"TM","Toán - Tin ứng dụng","MA101A","Logic, suy luận toán học và kỹ thuật đếm","","","3"
"TM","Toán - Tin ứng dụng","MA102","Toán cơ sở","","","3"
"TM","Toán - Tin ứng dụng","MA103","Số và cấu trúc đại số","","","3"
"TM","Toán - Tin ứng dụng","MA104","Số và cấu trúc đại số","","","3"
"TM","Toán - Tin ứng dụng","MA110","Giải tích 1","","","3"
"TM","Toán - Tin ứng dụng","MA110A","Giải tích 1A","","","2"
"TM","Toán - Tin ứng dụng","MA111","Giải tích 2","MA110 (0), MA110A (1)","","3"
"TM","Toán - Tin ứng dụng","MA111A","Giải tích 2A","","","2"
"TM","Toán - Tin ứng dụng","MA111B","Giải tích 2B","","","2"
"TM","Toán - Tin ứng dụng","MA120","Đại số tuyến tính","","","3"
"TM","Toán - Tin ứng dụng","MA120A","Đại số tuyến tính 1","","","2"
"TM","Toán - Tin ứng dụng","MA120B","Đại số tuyến tính 2","","","2"
"TM","Toán - Tin ứng dụng","MA212","Phương trình vi phân","MA111 (0), MA111A (1), MA111B (2)","","2"
"TM","Toán - Tin ứng dụng","MA213","Phương trình vi phân","MA111 (0)","","3"
"TM","Toán - Tin ứng dụng","MA215","Topology","","","2"
"TM","Toán - Tin ứng dụng","MA216","Giải tích lồi","","","2"
"TM","Toán - Tin ứng dụng","MA222","Đại số đại cương","MA120 (0), MA120A (1), MA120B (2)","","2"
"TM","Toán - Tin ứng dụng","MA225","Các không gian hàm và phép tính sai phân","MA213 (0)","","3"
"TM","Toán - Tin ứng dụng","MA230","Xác suất","MA111 (0)","","3"
"TM","Toán - Tin ứng dụng","MA231","Xác suất thống kê ứng dụng","CS100A (2), MA120 (0), CS100 (0), MA120A (1), CS100 (1), MA120 (2), MA120A (3), CS100A (3)","","4"
"TM","Toán - Tin ứng dụng","MA233A","Xác suất thống kê y học","","","3"
"TM","Toán - Tin ứng dụng","MA234","Thống Kê","MA230 (0)","","2"
"TM","Toán - Tin ứng dụng","MA313","Hàm biến phức","MA111 (0), MA111A (1)","","2"
"TM","Toán - Tin ứng dụng","MA323","Số học thuật toán","MA102 (0), MA103 (2)","","2"
"TM","Toán - Tin ứng dụng","MA340","Giải tích số","MA111 (0), MA111B (1)","","3"
"TM","Toán - Tin ứng dụng","MA342","Giải tích lồi","MA111 (0)","","3"
"TM","Toán - Tin ứng dụng","MI201","Toán rời rạc","CS122 (0)","","3"
"TM","Toán - Tin ứng dụng","MI302","Tối ưu hóa","MA111 (0), MA111A (1), MA111B (2)","","2"
"TM","Toán - Tin ứng dụng","MI311","Mã hóa và an toàn dữ liệu","MI201 (0)","","2"
"TM","Toán - Tin ứng dụng","MI311A","Lý thuyết thông tin và mã hoá","","","2"
"TM","Toán - Tin ứng dụng","MI312","Đồ họa","MA120 (0), CS122 (0), MA120 (1), CS122A (1), MA120A (2), CS122 (2)","","2"
"TM","Toán - Tin ứng dụng","MI321","Trí tuệ nhân tạo","CF212A (1), MI201 (0), MI201 (1), MI201 (2), CF212B (2), CF212 (0)","","3"
"TM","Toán - Tin ứng dụng","MI321A","Trí tuệ nhân tạo","","","2"
"TM","Toán - Tin ứng dụng","MI330","Topologic","","","2"
"TM","Toán - Tin ứng dụng","MI331","Hệ thống hỗ trợ tính toán","MI311 (0), MA111 (0), MA231 (0)","","2"
"TM","Toán - Tin ứng dụng","MI332","Thực hành tính toán","MA111 (0), MA231 (0), MI311 (0), CF302 (0)","","3"
"TM","Toán - Tin ứng dụng","MI333","Ngôn ngữ toán học","","","2"
"TM","Toán - Tin ứng dụng","MI414","Giao diện người máy","MI312 (0)","","2"
"TM","Toán - Tin ứng dụng","MI425","Chuyên đề cơ sở dữ liệu và trí tuệ nhân tạo 1","IS222 (0), MI321 (0)","","4"
"TM","Toán - Tin ứng dụng","MI426","Chuyên đề cơ sở dữ liệu và trí tuệ nhân tạo 2","MI425 (0)","","3"
"TM","Toán - Tin ứng dụng","MI489","KLTN: Toán ứng dụng","","117","6"
"TM","Toán - Tin ứng dụng","ML101","Những NLCB của chủ nghĩa Mác - Lênin","","","5"
"TM","Toán - Tin ứng dụng","ML111","Triết học Mác – Lênin","","","2"
"TM","Toán - Tin ứng dụng","ML112","Kinh tế chính trị và CNXH khoa học","","","3"
"TM","Toán - Tin ứng dụng","ML112A","Kinh tế chính trị","","","3"
"TM","Toán - Tin ứng dụng","ML112B","Chủ nghĩa xã hội khoa học","","","2"
"TM","Toán - Tin ứng dụng","ML202","Tư tưởng Hồ Chí Minh","ML112A (1), ML112B (2), ML111 (0), ML101 (3)","","2"
"TM","Toán - Tin ứng dụng","ML203","Đường lối cách mạng của Đảng CS Việt Nam","ML202 (0)","","3"
"TM","Toán - Tin ứng dụng","NA151","Khoa học môi trường","","","2"
"TM","Toán - Tin ứng dụng","NW212","Mạng máy tính","CS212 (0), CS212A (1), CS212B (2)","","2"
"TM","Toán - Tin ứng dụng","NW212A","Internet","","","2"
"TM","Toán - Tin ứng dụng","PE201","Tiếng Anh trong tin học 1A","GE202 (0), GE201 (0)","","2"
"TM","Toán - Tin ứng dụng","PE302","Tiếng Anh trong tin học 1B","PE201 (0), GE202 (0)","","2"
"TM","Toán - Tin ứng dụng","PE303","Tiếng Anh trong tin học 2A","PE201 (0), PE302 (0)","","2"
"TM","Toán - Tin ứng dụng","PE316","Tiếng Anh trong Toán 1","GE204 (0), GE203 (0), PE201 (1), GE204 (1)","","2"
"TM","Toán - Tin ứng dụng","PE317","Tiếng Anh trong Toán 2","GE204 (0), PE316 (0)","","2"
"TM","Toán - Tin ứng dụng","PE404","Tiếng Anh trong tin học 2B","PE303 (0), PE302 (0)","","2"
"TM","Toán - Tin ứng dụng","PG100","Giáo dục thể chất","","","4"
"TM","Toán - Tin ứng dụng","PG100A","Giáo dục thể chất","","","4"
"TM","Toán - Tin ứng dụng","PG101","GDTC: Lý thuyết","","","1"
"TM","Toán - Tin ứng dụng","PG102","GDTC: Thể dục cổ truyền cơ bản","","","1"
"TM","Toán - Tin ứng dụng","PG103","GDTC: Thể dục cổ truyền nâng cao","PG102 (0)","","1"
"TM","Toán - Tin ứng dụng","PG104","GDTC: Cầu lông cơ bản","","","1"
"TM","Toán - Tin ứng dụng","PG105","GDTC: Cầu lông nâng cao","PG104 (0)","","1"
"TM","Toán - Tin ứng dụng","PG106","GDTC: Bóng bàn cơ bản","","","1"
"TM","Toán - Tin ứng dụng","PG107","GDTC: Bóng bàn nâng cao","PG106 (0)","","1"
"TM","Toán - Tin ứng dụng","PG108","GDTC: Thể dục nhịp điệu cơ bản","","","1"
"TM","Toán - Tin ứng dụng","PG109","GDTC: Thể dục nhịp điệu nâng cao","PG108 (0)","","1"
"TM","Toán - Tin ứng dụng","PG110","GDTC: Bơi cơ bản","","","1"
"TM","Toán - Tin ứng dụng","PG111","GDTC: Khiêu vũ thể thao cơ bản","","","1"
"TM","Toán - Tin ứng dụng","PG112","GDTC: Khiêu vũ thể thao nâng cao","PG111 (0)","","1"
"TM","Toán - Tin ứng dụng","PG113","GDTC: Bóng rổ cơ bản","","","1"
"TM","Toán - Tin ứng dụng","PG114","GDTC: Bóng rổ nâng cao","PG113 (0)","","1"
"TM","Toán - Tin ứng dụng","PG115","GDTC: Bóng chuyền cơ bản","","","1"
"TM","Toán - Tin ứng dụng","PG116","GDTC: Bóng chuyền nâng cao","PG115 (0)","","1"
"TM","Toán - Tin ứng dụng","PG117","GDTC: Thể dục dã ngoại","","","1"
"TM","Toán - Tin ứng dụng","PG118","GDTC: Thể dục cơ bản","","","1"
"TM","Toán - Tin ứng dụng","PG119","GDTC: Thể dục Erobic","","","1"
"TM","Toán - Tin ứng dụng","PG120","Thể dục cơ bản nâng cao","PG118 (0)","","1"
"TM","Toán - Tin ứng dụng","PG121","Giáo dục quốc phòng","","","4"
"TM","Toán - Tin ứng dụng","PG121D","Đường lối quân sự của Đảng","","","2"
"TM","Toán - Tin ứng dụng","PG121E","Công tác quốc phòng - an ninh","","","2"
"TM","Toán - Tin ứng dụng","PG122","GDQP: Đường lối quân sự của Đảng","","","1"
"TM","Toán - Tin ứng dụng","PG123","GDQP: Công tác quốc phòng - an ninh","","","1"
"TM","Toán - Tin ứng dụng","PG124","GDQP: Quân sự chung","","","1"
"TM","Toán - Tin ứng dụng","PG125","GDQP: Kỹ thuật bắn súng","","","1"
"TM","Toán - Tin ứng dụng","PG131","GDTC: Bóng rổ nâng cao 1","","","1"
"TM","Toán - Tin ứng dụng","PG132","GDTC: Bóng rổ nâng cao 2","","","1"
"TM","Toán - Tin ứng dụng","PG133","GDTC: Bóng rổ nâng cao 3","","","1"
"TM","Toán - Tin ứng dụng","PG134","GDTC: Bóng rổ nâng cao 4","","","1"
"TM","Toán - Tin ứng dụng","PG141","GDTC: Bóng chuyền nâng cao 1","","","1"
"TM","Toán - Tin ứng dụng","PG142","GDTC: Bóng chuyền nâng cao 2","","","1"
"TM","Toán - Tin ứng dụng","PG143","GDTC: Bóng chuyền nâng cao 3","","","1"
"TM","Toán - Tin ứng dụng","PG144","GDTC: Bóng chuyền nâng cao 4","","","1"
"TM","Toán - Tin ứng dụng","PG150","Bóng đá","","","4"
"TM","Toán - Tin ứng dụng","PG151","Bóng đá nâng cao","","","4"
"TM","Toán - Tin ứng dụng","PG160","Nhảy hiện đại","","","4"
"TM","Toán - Tin ứng dụng","PG161","Nhảy hiện đại nâng cao","","","4"
"TM","Toán - Tin ứng dụng","PV101","Tiếng Việt thực hành","","","2"
"TM","Toán - Tin ứng dụng","SE302","Công nghệ phần mềm","IS332 (0)","","2"
"TM","Toán - Tin ứng dụng","SE487","CĐTN: Phát triển phần mềm","SE302 (0)","117","6"
"TM","Toán - Tin ứng dụng","SH131","Pháp luật đại cương","","","2"
"TM","Toán - Tin ứng dụng","SM201","Phương pháp luận nghiên cứu khoa học","","36","3"
"TM","Toán - Tin ứng dụng","ST450","Toeic","","","3"
"TM","Toán - Tin ứng dụng","VL101","Tiếng Việt thực hành","","","2"
"TM","Toán - Tin ứng dụng","VR201","Ẩm thực Việt Nam","","","3"
"TM","Toán - Tin ứng dụng","VR203","Ẩm thực Việt Nam","","","4"
"TM","Toán - Tin ứng dụng","VR203A","Ẩm thực Việt Nam","","","3"
"KT","Kế toán","AC201","Nguyên lý kế toán","","40","3"
"KT","Kế toán","AC211","Kế toán tài chính 1","AC201 (0)","","3"
"KT","Kế toán","AC212","Kế toán tài chính 2","AC211 (0)","","3"
"KT","Kế toán","AC231","Kế toán Mỹ 1","AC211 (0)","","3"
"KT","Kế toán","AC231A","Kế toán Mỹ 1","","","2"
"KT","Kế toán","AC231B","Kế toán Mỹ 2","AC231A (0)","","2"
"KT","Kế toán","AC232","Kế toán quốc tế 1","AC211 (0)","","3"
"KT","Kế toán","AC314","Kế toán máy","AC212 (0)","","2"
"KT","Kế toán","AC315","Kế toán công","AC211 (0)","","2"
"KT","Kế toán","AC316","Kế toán tài chính 3","AC212 (0)","","3"
"KT","Kế toán","AC316B","Nghiệp vụ kiểm toán","","","2"
"KT","Kế toán","AC317","Tổ chức hạch toán kế toán","AC316 (0)","","3"
"KT","Kế toán","AC321","Kế toán ngân hàng 1","AC212 (0), BK201 (0)","","2"
"KT","Kế toán","AC332","Kế toán quốc tế 2","AC231 (0)","","3"
"KT","Kế toán","AC333","Kế toán Mỹ 2","AC231 (0), AC231A (1), AC231B (2)","","3"
"KT","Kế toán","AC335","Kế toán công ty","AC212 (0)","","2"
"KT","Kế toán","AC341","Kế toán quản trị","AC212 (0)","","3"
"KT","Kế toán","AC341A","Kế toán quản trị 1","","","2"
"KT","Kế toán","AC341B","Kế toán quản trị 2","","","2"
"KT","Kế toán","AC344","Phân tích hoạt động kinh doanh","AC212 (1)","","2"
"KT","Kế toán","AC361","Kiểm toán","AC212 (0)","","3"
"KT","Kế toán","AC361A","Lý thuyết kiểm toán","","","2"
"KT","Kế toán","AC361B","Nghiệp vụ kiểm toán","","","2"
"KT","Kế toán","AC362","Lý thuyết kiểm toán","AC212 (0)","","2"
"KT","Kế toán","AC363","Kiểm toán báo cáo tài chính","AC362 (0)","","2"
"KT","Kế toán","AC364","Kiểm toán báo cáo tài chính 1","AC362 (0), AC317 (0)","","3"
"KT","Kế toán","AC365","Kiểm toán báo cáo tài chính 2","AC364 (0)","","3"
"KT","Kế toán","AC368","Kiểm soát trong quản lý","AC364 (0)","","3"
"KT","Kế toán","AC418","Lập và phân tích báo cáo tài chính","AC316 (0)","","3"
"KT","Kế toán","AC419","CĐTN: Lập, đọc và phân tích báo cáo TC","AC316 (0)","","3"
"KT","Kế toán","AC419A","CĐTN: Lập, đọc và phân tích báo cáo tài chính","AC212 (0)","","2"
"KT","Kế toán","AC422","Kế toán ngân hàng 2","AC321 (0)","","3"
"KT","Kế toán","AC481","CĐTN Kế toán tài chính","AC317 (0), TT499 (0)","129","3"
"KT","Kế toán","AC482","CĐTN Kế toán quản trị","AC317 (0), TT499 (0)","129","3"
"KT","Kế toán","AC490","CĐTN ngành Kế toán","AC317 (0), TT499 (0)","129","3"
"KT","Kế toán","AC499","KLTN ngành Kế toán","AC317 (0), TT499 (0)","135","6"
"KT","Kế toán","AD201","Kỹ năng giao tiếp và thuyết trình","","36","2"
"KT","Kế toán","AD202","Văn hóa ứng xử trong kinh doanh","","36","2"
